date,temperature,humidity,rainfall
20170414,27.66,56.45,98.55000000000001
20170415,28.74,53.63,0.0
20170416,28.77,57.04,237.25
20170417,28.1,58.13,806.65
20170418,27.14,61.97,288.35
20170419,27.91,62.19,346.75
20170420,27.38,65.83,1478.25
20170421,25.47,78.5,3496.7
20170422,26.32,70.89,1262.9
20170423,27.43,63.88,51.1
20170424,28.07,61.33,80.3
20170425,27.72,63.4,262.8
20170426,26.33,70.42,405.15000000000003
20170427,28.1,59.77,14.6
20170428,28.68,58.75,3.65
20170429,28.82,56.99,503.7
20170430,28.45,54.56,419.74999999999994
20170501,26.64,69.0,6424.000000000001
20170502,26.29,67.87,3281.35
20170503,26.98,62.38,105.85
20170504,27.12,63.01,36.5
20170505,28.04,63.04,98.55000000000001
20170506,26.95,71.29,569.4
20170507,25.81,77.85,4015.0
20170508,25.74,65.85,1646.1499999999999
20170509,26.6,65.05,284.7
20170510,26.24,74.21,1076.75
20170511,25.44,73.14,379.6
20170512,26.13,70.7,2022.1
20170513,27.18,70.24,1631.55
20170514,27.05,69.09,1361.45
20170515,25.74,75.96,262.8
20170516,26.8,72.55,339.45000000000005
20170517,26.84,71.73,591.3000000000001
20170518,24.48,80.46,5482.3
20170519,24.75,74.55,562.1
20170520,24.99,78.59,3076.95
20170521,24.32,82.26,3938.35
20170522,23.83,85.91,5690.35
20170523,26.24,71.91,365.0
20170524,25.34,79.53,1569.5
20170525,24.85,82.86,1357.8000000000002
20170526,25.23,78.56,1084.0500000000002
20170527,24.17,88.27,3354.35
20170528,24.2,85.3,470.85
20170529,24.76,79.95,452.6
20170530,25.03,78.66,638.75
20170531,23.98,82.81,339.45000000000005
20170601,23.97,78.53,547.5
20170602,23.95,76.97,2547.7000000000003
20170603,23.31,79.96,770.15
20170604,24.77,77.25,120.45
20170605,24.61,79.86,1412.55
20170606,24.06,82.32,624.15
20170607,23.9,73.11,1157.05
20170608,24.39,71.28,120.45
20170609,23.59,76.65,302.95
20170610,23.38,77.86,1489.2
20170611,23.23,78.9,722.7
20170612,23.63,82.63,1427.15
20170613,24.44,81.36,594.9499999999999
20170614,24.52,82.3,660.65
20170615,24.42,80.14,200.75000000000003
20170616,23.5,83.14,390.55
20170617,23.04,75.36,102.2
20170618,24.01,76.36,113.15
20170619,23.96,74.86,105.85
20170620,23.91,75.19,518.3
20170621,23.39,81.51,427.04999999999995
20170622,24.3,78.79,310.25
20170623,24.07,80.87,1157.05
20170624,22.97,77.73,1616.9499999999998
20170625,23.64,81.6,1795.8
20170626,23.85,79.65,3036.8
20170627,23.16,80.93,2419.95
20170628,23.02,76.99,605.9
20170629,22.8,77.12,317.55
20170630,23.89,77.99,496.40000000000003
20170701,24.07,79.72,616.85
20170702,22.83,82.34,1091.3500000000001
20170703,23.13,77.89,759.2
20170704,23.88,73.93,208.04999999999998
20170705,23.1,80.43,281.05
20170706,23.87,78.23,273.75
20170707,23.97,79.23,204.4
20170708,22.89,77.85,200.75000000000003
20170709,22.45,79.11,401.50000000000006
20170710,23.24,80.16,481.8
20170711,22.91,80.59,189.8
20170712,23.85,74.06,211.7
20170713,23.01,78.89,1646.1499999999999
20170714,22.94,72.59,164.25
20170715,23.07,79.38,277.4
20170716,23.66,75.21,124.10000000000001
20170717,23.73,76.86,609.55
20170718,23.37,81.57,1908.95
20170719,22.91,83.47,2263.0
20170720,22.86,80.63,1565.85
20170721,23.13,79.9,507.34999999999997
20170722,23.34,80.99,204.4
20170723,24.15,76.82,109.5
20170724,24.5,75.51,105.85
20170725,24.73,74.32,36.5
20170726,24.24,76.13,43.8
20170727,24.0,76.9,459.9
20170728,24.58,76.01,419.74999999999994
20170729,24.52,75.4,1306.7
20170730,24.7,78.14,1704.55
20170731,23.63,81.32,3142.6499999999996
20170801,24.18,78.96,3208.35
20170802,24.53,76.24,861.4
20170803,23.73,78.45,514.65
20170804,23.75,81.14,1003.75
20170805,23.55,82.07,1189.8999999999999
20170806,24.01,80.32,916.15
20170807,23.73,80.26,693.5
20170808,23.86,81.66,4927.5
20170809,23.51,83.53,3449.2499999999995
20170810,22.99,79.05,1273.8500000000001
20170811,22.04,86.15,642.4
20170812,22.86,82.66,919.8
20170813,22.97,80.94,259.15
20170814,22.87,82.97,2941.9
20170815,22.55,86.38,2726.5499999999997
20170816,23.14,82.56,1233.7
20170817,23.17,82.61,1259.25
20170818,22.68,82.29,1806.75
20170819,22.86,82.0,813.95
20170820,22.91,80.85,2737.5
20170821,22.75,81.68,1806.75
20170822,22.97,80.97,361.35
20170823,23.79,81.11,1653.45
20170824,23.33,81.14,532.9
20170825,23.29,80.75,76.64999999999999
20170826,23.72,80.69,1324.95
20170827,23.55,80.82,1208.15
20170828,22.64,86.4,2799.55
20170829,22.93,84.24,1065.8
20170830,23.54,80.74,1000.1
20170831,23.5,81.28,365.0
20170901,24.23,80.2,6518.9
20170902,21.97,89.94,14607.300000000001
20170903,23.67,82.97,1084.0500000000002
20170904,23.54,88.36,6431.3
20170905,23.66,87.6,3474.7999999999997
20170906,23.27,89.39,5650.2
20170907,23.47,88.92,3431.0
20170908,23.68,85.7,3237.5499999999997
20170909,23.7,84.53,4036.9
20170910,23.67,85.48,6307.200000000001
20170911,23.65,86.9,1876.1
20170912,23.67,87.61,1949.1
20170913,23.46,87.85,1076.75
20170914,23.06,89.63,2657.2000000000003
20170915,22.51,89.63,277.4
20170916,22.29,90.51,4672.0
20170917,21.5,88.26,5759.7
20170918,21.96,88.31,1178.95
20170919,22.7,87.01,777.4499999999999
20170920,22.22,86.21,215.35
20170921,22.03,85.16,83.95
20170922,22.13,84.54,10.95
20170923,23.26,83.25,3.65
20170924,22.76,89.74,2423.6
20170925,22.46,89.67,5088.099999999999
20170926,22.19,89.28,3314.2
20170927,21.26,90.58,4617.25
20170928,21.7,88.21,2452.7999999999997
20170929,21.41,89.06,510.99999999999994
20170930,23.2,88.52,237.25
20171001,22.83,89.49,711.75
20171002,23.18,90.35,175.2
20171003,23.15,88.39,262.8
20171004,23.08,89.37,2518.5
20171005,22.95,90.65,3186.4500000000003
20171006,22.17,92.1,3427.3500000000004
20171007,23.02,87.89,697.15
20171008,23.18,89.19,1547.6000000000001
20171009,23.4,89.01,795.7
20171010,22.77,91.37,3452.9
20171011,22.45,89.2,2606.1
20171012,22.51,86.02,1397.95
20171013,22.61,87.97,4135.45
20171014,21.88,89.13,3496.7
20171015,20.53,87.74,817.6
20171016,21.33,89.69,266.45
20171017,21.21,89.22,240.9
20171018,22.75,85.48,54.75
20171019,22.84,85.92,14.6
20171020,22.8,87.47,10.95
20171021,22.8,87.97,631.45
20171022,22.05,88.63,80.3
20171023,22.12,78.5,0.0
20171024,22.57,74.22,0.0
20171025,22.7,87.45,1898.0
20171026,22.37,87.43,2427.25
20171027,22.36,88.72,3368.9500000000003
20171028,21.41,88.29,2197.2999999999997
20171029,22.02,82.1,7.3
20171030,21.92,87.27,463.55
20171031,21.84,87.1,372.3
20171101,21.69,87.93,1314.0
20171102,21.61,87.48,799.35
20171103,21.42,87.94,193.45000000000002
20171104,21.25,88.9,1047.55
20171105,21.34,89.84,1007.4
20171106,21.47,91.16,4317.95
20171107,21.51,88.94,1346.85
20171108,21.58,90.08,3339.75
20171109,21.66,82.51,266.45
20171110,21.34,80.91,0.0
20171111,22.08,82.06,0.0
20171112,21.3,80.87,0.0
20171113,22.27,81.52,94.9
20171114,22.08,85.67,346.75
20171115,22.59,85.14,146.0
20171116,22.36,83.77,321.2
20171117,22.65,81.92,131.4
20171118,22.56,82.03,54.75
20171119,22.81,84.7,116.8
20171120,23.0,83.94,748.2499999999999
20171121,22.2,86.91,1142.45
20171122,22.57,83.08,94.9
20171123,22.19,79.11,25.55
20171124,22.75,80.17,0.0
20171125,22.22,80.66,0.0
20171126,21.19,84.36,489.1
20171127,21.76,88.54,317.55
20171128,22.23,81.83,25.55
20171129,22.08,79.23,726.35
20171130,20.84,92.67,8117.599999999999
20171201,21.79,96.27,13778.75
20171202,20.5,92.6,2843.35
20171203,20.83,90.13,244.55
20171204,21.41,86.35,120.45
20171205,21.44,87.54,135.05
20171206,22.33,85.63,7.3
20171207,21.84,87.19,7.3
20171208,21.98,70.44,0.0
20171209,21.52,60.56,0.0
20171210,20.71,72.7,0.0
20171211,21.31,77.45,0.0
20171212,22.07,82.83,0.0
20171213,22.34,86.18,1102.3
20171214,21.48,84.17,306.59999999999997
20171215,20.82,77.12,3.65
20171216,20.9,79.85,0.0
20171217,19.53,79.99,0.0
20171218,18.69,78.33,0.0
20171219,19.64,80.87,3.65
20171220,20.25,73.97,3.65
20171221,19.92,75.67,138.7
20171222,20.49,76.75,29.2
20171223,19.91,75.95,0.0
20171224,19.35,74.78,0.0
20171225,20.67,74.35,0.0
20171226,20.54,69.33,0.0
20171227,19.82,71.23,0.0
20171228,18.65,69.47,0.0
20171229,18.58,73.14,0.0
20171230,19.18,74.43,0.0
20171231,20.46,66.96,0.0
20180101,20.89,72.28,0.0
20180102,21.67,68.7,0.0
20180103,21.85,73.12,0.0
20180104,21.68,73.3,0.0
20180105,20.37,69.78,0.0
20180106,20.03,66.84,0.0
20180107,20.84,64.01,0.0
20180108,19.29,63.05,0.0
20180109,20.29,69.87,94.9
20180110,21.85,78.13,463.55
20180111,22.75,77.06,76.64999999999999
20180112,23.39,71.91,3.65
20180113,21.9,68.59,0.0
20180114,21.07,60.66,0.0
20180115,21.23,64.36,0.0
20180116,22.54,69.44,0.0
20180117,22.25,69.53,0.0
20180118,20.58,62.02,0.0
20180119,19.76,63.23,0.0
20180120,20.01,63.86,0.0
20180121,20.07,62.99,0.0
20180122,20.77,62.93,0.0
20180123,21.43,67.77,0.0
20180124,22.64,71.03,0.0
20180125,22.81,63.57,0.0
20180126,21.62,62.26,0.0
20180127,21.43,63.01,0.0
20180128,22.3,64.45,3.65
20180129,21.73,59.62,0.0
20180130,21.63,57.31,0.0
20180131,21.13,53.52,0.0
20180201,20.84,47.4,0.0
20180202,21.1,44.32,0.0
20180203,20.25,48.1,0.0
20180204,19.68,49.79,0.0
20180205,21.46,54.4,0.0
20180206,23.5,66.45,576.7
20180207,22.29,82.41,2982.05
20180208,22.66,73.2,459.9
20180209,23.12,71.39,580.35
20180210,22.09,73.25,14.6
20180211,23.04,65.16,0.0
20180212,22.78,67.38,7.3
20180213,21.86,64.75,0.0
20180214,20.57,69.03,0.0
20180215,20.98,64.34,0.0
20180216,21.85,63.21,0.0
20180217,22.25,55.01,0.0
20180218,23.02,50.73,0.0
20180219,22.61,53.43,0.0
20180220,23.26,54.71,0.0
20180221,23.07,52.02,0.0
20180222,23.63,42.26,0.0
20180223,22.91,44.03,0.0
20180224,22.94,52.32,0.0
20180225,23.71,53.68,0.0
20180226,24.53,52.95,0.0
20180227,25.26,50.76,0.0
20180228,24.72,43.07,0.0
20180301,24.28,46.67,65.7
20180302,24.34,35.79,0.0
20180303,24.83,33.6,0.0
20180304,25.21,31.39,0.0
20180305,25.01,30.52,0.0
20180306,25.16,32.07,0.0
20180307,25.43,32.54,0.0
20180308,25.63,39.61,0.0
20180309,25.82,38.33,0.0
20180310,25.6,37.84,0.0
20180311,25.41,42.87,0.0
20180312,25.63,51.77,0.0
20180313,24.82,65.91,981.85
20180314,24.12,71.08,886.95
20180315,24.53,70.37,1752.0
20180316,25.56,72.06,1292.1
20180317,24.45,75.85,1700.9
20180318,24.49,73.05,2135.25
20180319,25.14,63.18,226.3
20180320,25.67,50.88,0.0
20180321,26.91,53.61,0.0
20180322,26.44,63.04,284.7
20180323,27.49,57.52,916.15
20180324,27.31,57.59,365.0
20180325,26.91,46.86,0.0
20180326,26.52,41.49,0.0
20180327,26.51,41.92,0.0
20180328,28.19,54.6,3.65
20180329,27.24,59.04,3.65
20180330,27.49,57.34,124.10000000000001
20180331,26.37,63.89,693.5
20180401,26.96,58.59,551.15
20180402,27.03,57.2,456.25
20180403,27.77,54.59,197.10000000000002
20180404,28.58,48.09,21.9
20180405,27.35,50.73,0.0
20180406,27.16,48.64,0.0
20180407,27.8,45.34,0.0
20180408,27.31,49.3,21.9
20180409,26.85,54.93,109.5
20180410,27.11,55.76,740.9499999999999
20180411,26.46,62.73,828.55
20180412,26.95,62.55,259.15
20180413,26.74,64.65,554.8
20180414,26.98,68.7,2306.8
20180415,26.37,71.13,817.6
20180416,27.25,64.55,156.95
20180417,28.1,59.83,21.9
20180418,29.08,56.74,21.9
20180419,27.76,64.06,32.85
20180420,27.45,62.77,372.3
20180421,28.24,58.97,532.9
20180422,28.19,60.64,397.85
20180423,29.18,56.88,131.4
20180424,29.11,54.8,131.4
20180425,28.2,59.74,324.85
20180426,28.01,63.49,1631.55
20180427,26.51,70.17,923.4499999999999
20180428,27.88,60.1,0.0
20180429,28.34,59.96,0.0
20180430,27.63,65.34,2602.45
20180501,26.56,74.75,4679.3
20180502,25.72,78.93,3372.6
20180503,26.75,74.4,4325.25
20180504,25.75,73.1,3441.95
20180505,25.84,69.08,1434.45
20180506,26.5,71.82,719.05
20180507,27.0,69.63,149.64999999999998
20180508,24.71,80.94,1277.5
20180509,24.43,78.39,4547.900000000001
20180510,24.87,77.55,1748.35
20180511,25.32,77.61,2584.2
20180512,24.49,81.04,1346.85
20180513,25.04,76.32,766.5
20180514,25.31,71.72,657.0
20180515,24.34,71.98,514.65
20180516,24.31,72.31,1321.3
20180517,25.46,76.03,580.35
20180518,25.86,73.47,186.15
20180519,25.06,77.49,1890.6999999999998
20180520,25.39,77.53,908.85
20180521,25.16,77.33,1989.25
20180522,25.11,76.77,365.0
20180523,26.02,74.71,1580.45
20180524,24.96,80.57,2427.25
20180525,24.6,83.71,10552.15
20180526,24.84,80.74,1427.15
20180527,24.2,84.68,1755.6499999999999
20180528,23.32,91.66,1332.25
20180529,24.2,84.57,1000.1
20180530,24.59,82.58,518.3
20180531,24.96,80.52,62.050000000000004
20180601,24.84,82.91,1522.05
20180602,25.47,78.19,682.5500000000001
20180603,23.56,90.41,2065.9
20180604,23.61,86.82,1533.0
20180605,23.57,84.21,839.4999999999999
20180606,23.56,78.44,321.2
20180607,23.92,82.09,1135.1499999999999
20180608,23.41,82.6,1003.75
20180609,23.11,83.36,3003.9500000000003
20180610,24.02,86.21,1941.8000000000002
20180611,24.15,85.67,4369.05
20180612,23.68,86.33,3277.7000000000003
20180613,23.36,85.75,2321.4
20180614,22.77,80.57,1470.95
20180615,22.46,80.21,1032.95
20180616,22.62,77.55,339.45000000000005
20180617,21.86,75.99,321.2
20180618,22.52,80.13,693.5
20180619,23.61,83.89,927.1
20180620,23.49,85.72,594.9499999999999
20180621,23.3,81.49,821.25
20180622,22.52,80.44,492.75000000000006
20180623,22.66,80.54,346.75
20180624,22.96,75.56,36.5
20180625,22.13,77.13,288.35
20180626,22.64,80.08,810.3000000000001
20180627,23.29,81.9,2401.7
20180628,22.61,82.26,1328.6000000000001
20180629,22.13,83.12,1153.4
20180630,22.54,76.66,927.1
20180701,22.96,76.25,4201.15
20180702,22.83,79.85,3219.3
20180703,22.78,81.55,1138.8
20180704,23.64,79.7,14.6
20180705,23.45,78.8,54.75
20180706,23.2,79.83,1295.75
20180707,22.56,81.75,1153.4
20180708,23.39,83.72,1653.45
20180709,22.94,85.36,3551.4500000000003
20180710,22.7,87.4,5084.45
20180711,22.38,87.38,4358.099999999999
20180712,22.9,82.29,1153.4
20180713,23.03,83.81,2273.9500000000003
20180714,23.53,82.45,923.4499999999999
20180715,23.4,81.54,1795.8
20180716,22.63,81.92,3540.4999999999995
20180717,22.56,81.33,1795.8
20180718,22.71,83.18,1456.3500000000001
20180719,23.03,85.27,693.5
20180720,22.75,85.12,1168.0
20180721,22.49,85.66,554.8
20180722,23.09,80.77,211.7
20180723,23.01,82.19,671.6
20180724,23.17,81.33,1007.4
20180725,22.99,83.14,1777.55
20180726,23.04,82.35,1029.3
20180727,23.31,80.74,259.15
20180728,23.09,83.02,890.6
20180729,23.16,84.12,788.4000000000001
20180730,23.08,84.83,375.95
20180731,22.55,86.51,1660.75
20180801,22.79,83.6,682.5500000000001
20180802,23.39,79.94,178.85
20180803,21.86,80.74,270.1
20180804,22.74,78.81,65.7
20180805,22.84,80.73,310.25
20180806,22.93,79.41,1011.05
20180807,22.64,80.1,1215.45
20180808,22.13,84.5,4693.9
20180809,22.23,83.63,3160.9
20180810,22.52,83.6,1142.45
20180811,22.0,84.6,821.25
20180812,20.91,85.34,2496.6
20180813,21.86,83.43,3248.5
20180814,22.54,84.32,4489.5
20180815,22.31,90.34,8614.0
20180816,22.44,84.6,4109.9
20180817,22.48,85.46,2310.45
20180818,22.64,83.98,485.45000000000005
20180819,22.34,84.13,240.9
20180820,22.4,82.68,193.45000000000002
20180821,22.51,81.01,171.54999999999998
20180822,22.31,80.73,116.8
20180823,22.8,81.56,83.95
20180824,22.85,80.58,788.4000000000001
20180825,23.45,79.44,219.0
20180826,22.98,79.08,62.050000000000004
20180827,22.44,80.93,886.95
20180828,22.41,82.09,1456.3500000000001
20180829,23.24,79.9,292.0
20180830,22.78,82.2,1328.6000000000001
20180831,22.94,82.98,1401.6
20180901,22.91,81.57,98.55000000000001
20180902,23.73,77.86,0.0
20180903,23.47,75.12,0.0
20180904,23.63,75.19,0.0
20180905,23.63,75.43,0.0
20180906,23.34,76.07,0.0
20180907,23.06,76.14,7.3
20180908,23.74,73.98,3.65
20180909,24.25,71.07,138.7
20180910,24.24,72.78,1062.15
20180911,24.84,73.48,762.8499999999999
20180912,24.8,71.27,927.1
20180913,24.81,72.13,525.6
20180914,24.58,74.07,813.95
20180915,23.6,80.7,4463.95
20180916,23.37,81.53,2923.65
20180917,22.87,82.47,620.5
20180918,23.64,76.86,98.55000000000001
20180919,23.76,74.28,36.5
20180920,23.53,70.05,120.45
20180921,23.18,74.93,171.54999999999998
20180922,23.58,76.18,445.3
20180923,23.85,79.97,3354.35
20180924,23.36,85.14,6748.849999999999
20180925,23.67,82.28,1606.0000000000002
20180926,24.33,82.31,2821.4500000000003
20180927,24.54,80.23,7763.55
20180928,23.29,86.45,3000.3
20180929,23.7,84.02,2131.6
20180930,24.34,83.02,3164.55
20181001,23.85,84.21,3120.7500000000005
20181002,23.84,83.61,500.05
20181003,23.55,84.06,2631.65
20181004,22.32,86.24,3978.5
20181005,22.16,90.36,5482.3
20181006,22.58,88.23,5365.5
20181007,23.22,84.3,1259.25
20181008,22.26,91.86,6537.15
20181009,22.58,84.6,2401.7
20181010,22.64,85.13,124.10000000000001
20181011,23.32,76.05,10.95
20181012,23.68,79.88,7.3
20181013,23.85,81.27,1032.95
20181014,23.34,87.95,4872.75
20181015,23.22,87.34,2149.85
20181016,22.63,89.99,4577.099999999999
20181017,21.36,89.68,1635.2
20181018,22.63,80.28,1102.3
20181019,22.3,88.29,1401.6
20181020,22.32,86.99,2011.1499999999999
20181021,22.61,83.91,357.7
20181022,22.88,77.07,113.15
20181023,22.59,65.64,73.0
20181024,22.12,64.99,0.0
20181025,21.64,71.92,0.0
20181026,21.94,77.13,0.0
20181027,22.41,71.72,0.0
20181028,22.6,64.22,0.0
20181029,22.3,61.61,0.0
20181030,21.7,70.03,0.0
20181031,23.32,77.22,452.6
20181101,23.24,84.75,1657.1
20181102,22.25,88.22,1069.45
20181103,22.31,86.84,2832.4
20181104,23.02,80.56,1138.8
20181105,23.15,80.47,835.85
20181106,22.66,78.31,3.65
20181107,22.77,69.21,0.0
20181108,22.6,64.79,3.65
20181109,23.03,75.67,102.2
20181110,22.99,72.26,3.65
20181111,22.98,67.71,0.0
20181112,22.8,65.41,0.0
20181113,21.91,64.16,0.0
20181114,21.92,56.71,0.0
20181115,23.37,62.48,1328.6000000000001
20181116,21.97,87.77,5683.05
20181117,22.94,79.33,18.25
20181118,22.73,85.73,1704.55
20181119,23.41,80.91,956.3000000000001
20181120,23.34,76.21,120.45
20181121,21.41,82.65,412.45
20181122,21.17,87.24,1876.1
20181123,21.99,86.57,2157.15
20181124,22.66,81.71,876.0
20181125,22.87,79.28,21.9
20181126,22.34,76.36,0.0
20181127,20.24,72.44,0.0
20181128,20.65,75.92,0.0
20181129,22.0,83.36,886.95
20181130,22.7,79.18,87.6
20181201,22.46,76.26,131.4
20181202,21.7,72.81,0.0
20181203,22.01,74.86,0.0
20181204,22.3,83.12,1321.3
20181205,23.28,77.7,171.54999999999998
20181206,22.7,79.6,116.8
20181207,23.04,74.26,14.6
20181208,22.85,73.79,0.0
20181209,22.79,71.08,0.0
20181210,23.09,72.06,0.0
20181211,23.12,69.2,0.0
20181212,22.8,70.73,0.0
20181213,23.23,72.25,0.0
20181214,22.76,65.41,0.0
20181215,22.82,63.82,0.0
20181216,21.8,60.31,0.0
20181217,22.07,62.25,0.0
20181218,22.17,62.38,0.0
20181219,21.44,75.16,7.3
20181220,21.65,69.98,0.0
20181221,22.74,65.98,0.0
20181222,21.96,71.16,18.25
20181223,22.21,78.36,405.15000000000003
20181224,23.23,76.56,226.3
20181225,23.2,70.15,3.65
20181226,23.31,66.76,0.0
20181227,23.32,68.27,0.0
20181228,22.69,73.58,189.8
20181229,22.57,75.37,186.15
20181230,21.41,65.67,14.6
20181231,21.03,67.78,3.65
20190101,19.18,57.38,0.0
20190102,18.74,59.07,0.0
20190103,19.16,60.97,0.0
20190104,19.25,59.16,0.0
20190105,19.24,60.87,0.0
20190106,20.1,61.94,0.0
20190107,20.49,60.73,0.0
20190108,21.37,54.98,0.0
20190109,20.66,53.08,0.0
20190110,20.58,53.71,0.0
20190111,21.11,57.4,0.0
20190112,21.17,57.92,0.0
20190113,20.94,51.0,0.0
20190114,21.31,58.21,0.0
20190115,21.18,46.3,0.0
20190116,20.59,48.06,0.0
20190117,20.87,56.38,0.0
20190118,20.62,56.72,0.0
20190119,20.82,51.02,0.0
20190120,20.6,47.35,0.0
20190121,20.57,45.94,0.0
20190122,21.35,46.87,0.0
20190123,22.12,49.69,0.0
20190124,22.98,56.29,0.0
20190125,23.64,62.14,0.0
20190126,24.75,61.26,0.0
20190127,24.75,61.44,0.0
20190128,24.77,58.4,3.65
20190129,23.88,56.15,14.6
20190130,23.2,55.74,25.55
20190131,22.85,57.1,0.0
20190201,22.68,56.62,0.0
20190202,23.73,55.73,0.0
20190203,24.37,54.37,0.0
20190204,24.56,55.22,0.0
20190205,23.78,58.82,0.0
20190206,24.61,52.87,0.0
20190207,25.19,52.49,3.65
20190208,26.09,53.87,0.0
20190209,26.17,59.03,430.7
20190210,24.92,68.0,1609.65
20190211,24.89,60.77,127.74999999999999
20190212,24.1,56.81,0.0
20190213,23.99,52.38,0.0
20190214,24.76,57.33,0.0
20190215,26.33,55.54,3.65
20190216,27.37,52.5,0.0
20190217,27.37,47.07,0.0
20190218,27.35,40.03,0.0
20190219,26.77,53.55,985.5000000000001
20190220,25.91,55.87,430.7
20190221,24.91,50.68,0.0
20190222,23.9,43.93,0.0
20190223,24.36,36.49,0.0
20190224,24.79,39.37,0.0
20190225,25.27,36.0,0.0
20190226,26.89,41.21,0.0
20190227,27.41,51.96,0.0
20190228,27.29,49.18,25.55
20190301,27.78,51.17,883.3
20190302,26.26,63.08,3233.8999999999996
20190303,26.34,58.86,3.65
20190304,27.01,55.36,0.0
20190305,27.91,54.98,0.0
20190306,28.39,51.33,43.8
20190307,29.04,45.68,29.2
20190308,28.09,49.43,0.0
20190309,27.5,54.91,229.95
20190310,27.76,57.0,401.50000000000006
20190311,28.12,47.28,7.3
20190312,26.56,40.26,0.0
20190313,26.0,36.08,0.0
20190314,25.88,35.65,0.0
20190315,26.13,32.57,0.0
20190316,25.94,39.48,0.0
20190317,26.19,39.05,0.0
20190318,26.91,45.92,0.0
20190319,27.97,49.8,7.3
20190320,28.07,49.05,0.0
20190321,27.81,42.77,0.0
20190322,27.9,40.11,0.0
20190323,28.81,41.46,0.0
20190324,29.37,39.29,0.0
20190325,28.82,35.28,0.0
20190326,28.45,37.07,3.65
20190327,27.66,34.18,18.25
20190328,28.7,35.21,0.0
20190329,29.1,41.74,0.0
20190330,28.93,44.78,7.3
20190331,29.18,45.48,7.3
20190401,29.25,46.08,0.0
20190402,29.82,44.08,3.65
20190403,29.74,38.86,3.65
20190404,28.42,39.34,0.0
20190405,29.02,43.18,3.65
20190406,29.41,38.05,3.65
20190407,29.9,37.88,0.0
20190408,29.93,44.15,204.4
20190409,29.6,51.85,430.7
20190410,30.58,41.47,3.65
20190411,29.83,42.65,14.6
20190412,30.28,35.29,3.65
20190413,29.74,36.96,0.0
20190414,29.43,33.13,0.0
20190415,28.87,38.87,0.0
20190416,29.78,47.44,91.25
20190417,28.11,61.57,2025.75
20190418,27.99,64.19,2774.0
20190419,27.55,68.4,2507.55
20190420,26.54,73.02,4682.95
20190421,27.04,69.05,4339.85
20190422,27.53,66.19,2503.9
20190423,26.59,67.95,4241.299999999999
20190424,27.19,61.34,73.0
20190425,27.67,55.54,40.15
20190426,28.18,57.82,36.5
20190427,29.26,55.14,10.95
20190428,28.29,57.24,3.65
20190429,27.55,62.85,58.4
20190430,26.01,73.25,1613.3
20190501,25.83,70.05,2200.9500000000003
20190502,26.65,62.71,32.85
20190503,26.63,61.29,0.0
20190504,26.9,60.94,0.0
20190505,27.44,63.54,0.0
20190506,28.83,61.29,29.2
20190507,26.58,72.39,1153.4
20190508,24.5,79.96,1916.25
20190509,26.69,68.01,1343.2
20190510,27.83,63.46,474.5
20190511,27.76,66.47,642.4
20190512,27.15,69.49,573.0500000000001
20190513,27.33,67.2,156.95
20190514,27.31,68.15,850.45
20190515,26.37,74.97,3171.85
20190516,27.64,68.06,697.15
20190517,26.84,71.19,934.4
20190518,27.46,65.7,80.3
20190519,28.33,63.05,14.6
20190520,28.69,61.72,0.0
20190521,28.0,64.05,700.8
20190522,28.19,64.89,328.5
20190523,27.07,70.63,65.7
20190524,26.5,73.36,138.7
20190525,26.14,72.65,1241.0
20190526,26.39,74.05,886.95
20190527,27.82,68.36,321.2
20190528,27.58,69.49,4682.95
20190529,25.41,79.94,3113.45
20190530,25.78,74.4,1120.55
20190531,24.73,76.71,1153.4
20190601,26.39,71.98,496.40000000000003
20190602,26.39,76.3,3153.6000000000004
20190603,25.24,78.49,277.4
20190604,25.61,76.99,3244.8500000000004
20190605,25.16,79.43,4186.55
20190606,26.37,77.03,208.04999999999998
20190607,25.75,78.67,412.45
20190608,25.96,74.81,127.74999999999999
20190609,24.69,74.47,540.2
20190610,24.59,77.06,886.95
20190611,24.68,77.88,1127.85
20190612,25.09,77.38,463.55
20190613,24.84,77.09,354.05
20190614,24.32,74.53,1211.8
20190615,24.97,73.83,828.55
20190616,25.87,74.49,116.8
20190617,25.6,74.09,58.4
20190618,25.6,73.49,357.7
20190619,25.32,77.55,1153.4
20190620,24.91,71.5,536.55
20190621,23.85,77.19,1945.45
20190622,23.65,82.07,970.9000000000001
20190623,23.91,77.9,876.0
20190624,25.13,75.04,737.3
20190625,24.96,77.37,908.85
20190626,24.18,80.51,445.3
20190627,25.21,75.55,109.5
20190628,24.89,74.56,25.55
20190629,24.84,74.39,21.9
20190630,24.46,75.67,25.55
20190701,25.53,73.31,47.45
20190702,24.11,81.21,726.35
20190703,24.27,80.88,383.25
20190704,24.23,82.19,1408.8999999999999
20190705,23.84,80.92,956.3000000000001
20190706,23.91,81.81,1452.7
20190707,24.43,78.84,686.1999999999999
20190708,24.39,79.72,613.1999999999999
20190709,23.59,80.89,1208.15
20190710,23.24,76.55,1401.6
20190711,24.13,70.43,843.15
20190712,24.09,72.97,379.6
20190713,24.79,74.68,2423.6
20190714,24.04,80.79,3963.8999999999996
20190715,23.31,77.59,1014.6999999999999
20190716,22.92,78.59,697.15
20190717,23.34,77.4,346.75
20190718,22.8,79.42,2047.65
20190719,22.65,82.41,2062.25
20190720,22.77,82.04,1456.3500000000001
